Layer,Kriterium,Region,Anbieter,Score,Begründung,Quellen
"Governance, Security & Trust (Sovereignty)",K19: E2E-Verschlüsselung & Identitätsmanagement,DE,IONOS,3.0,"IONOS bietet Managed Kubernetes mit RBAC, TLS-Terminierung, Cloud IAM mit User/Group-Management und DSGVO-konforme Datenhaltung in deutschen Rechenzentren. Kein managed HSM oder erweitertes Zero-Trust-Framework. Score 3 ✅ bestätigt.",IONOS Cloud IAM (docs.ionos.com/cloud/getting-started/iam); IONOS DSGVO (ionos.com/gdpr)
"Governance, Security & Trust (Sovereignty)",K19: E2E-Verschlüsselung & Identitätsmanagement,DE,Open Telekom Cloud (OTC),4.0,"OTC bietet DEW (Data Encryption Workshop) mit HSM-gesichertem KMS, IAM mit projektbasierter Zugriffskontrolle, OBS Server-Side Encryption. BSI C5-zertifiziert. Kein vollwertiges Zero-Trust-Framework wie BeyondCorp. Score 4 ✅ bestätigt.",OTC DEW/KMS (docs.otc.t-systems.com/data-encryption-workshop); OTC BSI C5 (open-telekom-cloud.com/de/produkte-services/core-services/zertifikate)
"Governance, Security & Trust (Sovereignty)",K20: Datensouveränität (Usage Control),USA,AWS,2.0,"AWS Lake Formation bietet feingranulare Zugriffskontrolle auf Data-Lake-Ebene, AWS Macie für PII-Erkennung. Kein natives IDS/IDSA-Usage-Control-Framework oder technische Policy-Enforcement im Dataspace-Sinne. Score 2 ✅ bestätigt.",AWS Lake Formation (aws.amazon.com/lake-formation); AWS Macie (aws.amazon.com/macie)
"Governance, Security & Trust (Sovereignty)",K20: Datensouveränität (Usage Control),USA,Azure,3.0,"Microsoft Purview für Data Governance und Datenkatalog, Azure Policy für Compliance-Enforcement. Kein IDSA-konformer Dataspace Connector, aber solide Governance-Toolchain für Enterprise-Szenarien. Score 3 ✅ bestätigt.",Microsoft Purview (learn.microsoft.com/purview); Azure Policy (learn.microsoft.com/azure/governance/policy)
"Governance, Security & Trust (Sovereignty)",K20: Datensouveränität (Usage Control),USA,Google Cloud,2.0,"Google Cloud Dataplex für Data Governance und Datenkatalog, VPC Service Controls für Perimeter-Isolation. Kein IDSA-konformer Dataspace Connector. Score 2 ✅ bestätigt.",Google Cloud Dataplex (cloud.google.com/dataplex); VPC Service Controls (cloud.google.com/vpc-service-controls)
"Governance, Security & Trust (Sovereignty)",K20: Datensouveränität (Usage Control),DE,Stackable,1.0,"Stackable bietet keine Usage-Control-Funktionalität im IDSA-Sinne. Zugriffskontrolle auf Kubernetes-Ebene (RBAC) vorhanden, aber kein Policy-Enforcement für Datennutzung. Score 1 ✅ bestätigt.",Stackable Dokumentation (docs.stackable.tech)
"Governance, Security & Trust (Sovereignty)",K20: Datensouveränität (Usage Control),DE,IONOS,2.0,"IONOS bietet grundlegende Datenschutz- und Zugriffskontrollmechanismen (DSGVO-Konformität, Cloud IAM). Kein IDSA-zertifizierter Dataspace Connector oder technisches Usage-Control-Framework. Score 2 ✅ bestätigt.",IONOS DSGVO-Konformität (ionos.com/gdpr); IONOS Cloud IAM (docs.ionos.com/cloud/getting-started/iam)
"Governance, Security & Trust (Sovereignty)",K20: Datensouveränität (Usage Control),DE,Open Telekom Cloud (OTC),5.0,T-Systems Data Intelligence Hub (DIH) erhielt weltweit erste IDSA-Zertifizierung für einen Dataspace Connector. Der DIH Connector ist Catena-X- und IDSA-zertifiziert sowie Gaia-X-konform. Technisches Usage-Control auf höchstem Niveau für europäische Datensouveränität. Score 5 ✅ bestätigt mit Primärquellen.,T-Systems & IDSA: 'T-Systems has successfully obtained the world's first certification from the International Data Spaces Association (IDSA) for their Dataspace Connector' (t-systems.com/de/en/insights/newsroom/news/t-systems-and-idsa-achieve-milestone-for-data-spaces-671804); DIH Connector IDSA-zertifiziert (dih.telekom.com/en/t-systems-dataspace-connector-has-been-awarded-with-ids-certification); IDSA.org Primärmeldung (internationaldataspaces.org/t-systems-and-idsa-achieve-milestone-for-data-spaces-first-certification-of-a-connector-promotes-standardization-and-interoperability)
"Governance, Security & Trust (Sovereignty)",GESAMT (Layer-Durchschnitt),USA,AWS,3.0,"Summe: 9 (K18:2 + K19:5 + K20:2), Durchschnitt: 3.0 — unverändert ✅",Aggregiert aus Einzelbewertungen
"Governance, Security & Trust (Sovereignty)",GESAMT (Layer-Durchschnitt),USA,Azure,3.67,"Summe: 11 (K18:3 + K19:5 + K20:3), Durchschnitt: 3.67 — unverändert ✅",Aggregiert aus Einzelbewertungen
"Governance, Security & Trust (Sovereignty)",GESAMT (Layer-Durchschnitt),USA,Google Cloud,3.0,"Summe: 9 (K18:2 + K19:5 + K20:2), Durchschnitt: 3.0 — unverändert ✅",Aggregiert aus Einzelbewertungen
"Governance, Security & Trust (Sovereignty)",GESAMT (Layer-Durchschnitt),DE,Stackable,1.67,"Summe: 5 (K18:2 + K19:2 + K20:1), Durchschnitt: 1.67 — unverändert ✅",Aggregiert aus Einzelbewertungen
"Governance, Security & Trust (Sovereignty)",GESAMT (Layer-Durchschnitt),DE,IONOS,3.0,"Summe: 9 (K18:4 + K19:3 + K20:2), Durchschnitt: 3.0 — unverändert ✅",Aggregiert aus Einzelbewertungen
"Governance, Security & Trust (Sovereignty)",GESAMT (Layer-Durchschnitt),DE,Open Telekom Cloud (OTC),4.33,"Summe: 13 (K18:4 + K19:4 + K20:5), Durchschnitt: 4.33 — unverändert ✅",Aggregiert aus Einzelbewertungen
