Layer,Kriterium,Region,Anbieter,Score,Begründung,Quellen
Ingestion- & Transport-Layer (IT/OT Bridge),K11: Managed Streaming Services,DE,IONOS,3.0,"KORREKTUR (Score 1 → 3): IONOS bietet 'Event Streams for Apache Kafka' als vollständig managed Service: automatische Patches und Upgrades, unterbrechungsfreier Clusterbetrieb, vollständige API-Integration in Data Center Designer. Seit April 2025 in weiteren Rechenzentren verfügbar (Las Vegas, Paris, Logroño). Die Begründung im FINAL-CSV ('kein managed Streaming-Service') ist sachlich falsch. Anpassung auf Score 3 (vergleichbar Stackable-Niveau, kein IoT-spezifisches Streaming-Feature-Set auf Kinesis/Event-Hubs-Niveau).","IONOS Event Streams for Apache Kafka Produktseite: 'IONOS bietet Event Streams für Apache Kafka als Managed Service an, übernimmt automatische Patches und Upgrades' (cloud.ionos.de/managed/apache-kafka-streaming); IONOS Newsroom: 'Sie kann täglich Billionen von Ereignissen verarbeiten' (ionos.de/newsroom); IONOS Kafka Docs (docs.ionos.com/cloud/data-analytics/kafka/overview); April 2025 Expansion (docs.ionos.com/cloud/release-notes/previous-releases/2025/april-2025)"
Ingestion- & Transport-Layer (IT/OT Bridge),K11: Managed Streaming Services,DE,Open Telekom Cloud (OTC),3.0,OTC DMS bietet Managed Kafka (basierend auf Huawei Cloud DMS). Score 3 ✅ bestätigt.,OTC DMS for Kafka (open-telekom-cloud.com/en/products/distributed-message-service)
Ingestion- & Transport-Layer (IT/OT Bridge),K12: Buffering & Caching,USA,AWS,5.0,AWS IoT Greengrass Stream Manager bietet automatisches Store-and-Forward für Edge-Szenarien (offline buffering). Score 5 ✅ bestätigt.,Greengrass Stream Manager (docs.aws.amazon.com/greengrass/v2/developerguide/stream-manager.html)
Ingestion- & Transport-Layer (IT/OT Bridge),K12: Buffering & Caching,USA,Azure,5.0,"Azure IoT Edge hat nativen Store-and-Forward-Mechanismus (offline by default, GA), EdgeHub persistiert Nachrichten über Neustarts. Score 5 ✅ bestätigt.",Azure IoT Edge Offline Capabilities GA — by default enabled (learn.microsoft.com/azure/iot-edge/offline-capabilities); GitHub azure-docs (github.com/MicrosoftDocs/azure-docs/blob/main/articles/iot-edge/offline-capabilities.md)
Ingestion- & Transport-Layer (IT/OT Bridge),K12: Buffering & Caching,USA,Google Cloud,3.0,Google Cloud Memorystore (Redis/Memcached) für Cloud-seitiges Caching. Kein nativer Edge-Store-and-Forward. Score 3 ✅ bestätigt.,Google Cloud Memorystore (cloud.google.com/memorystore)
Ingestion- & Transport-Layer (IT/OT Bridge),K12: Buffering & Caching,DE,Stackable,2.0,Kafka bietet inhärentes Buffering (Log-basierte Retention). Kein managed Edge-Cache. Score 2 ✅ bestätigt.,Stackable Kafka Operator (docs.stackable.tech/kafka)
Ingestion- & Transport-Layer (IT/OT Bridge),K12: Buffering & Caching,DE,IONOS,2.0,IONOS bietet In-Memory-DB (Redis-kompatibel) als Managed Service (angekündigt im Feature-Feuerwerk 2024/25). Kein managed Edge-Cache. Score 2 ✅ bestätigt.,IONOS Cloud Managed Services (docs.ionos.com/cloud); IONOS Newsroom In-Memory DB (ionos.de/newsroom)
Ingestion- & Transport-Layer (IT/OT Bridge),K12: Buffering & Caching,DE,Open Telekom Cloud (OTC),3.0,OTC DCS (Distributed Cache Service) bietet Managed Redis. Score 3 ✅ bestätigt.,OTC DCS – Managed Redis (open-telekom-cloud.com/de/products/distributed-cache-service)
Ingestion- & Transport-Layer (IT/OT Bridge),GESAMT (Layer-Durchschnitt),USA,AWS,4.67,"Summe: 14 (K10:4 + K11:5 + K12:5), Durchschnitt: 4.67 — unverändert ✅",Aggregiert aus Einzelbewertungen
Ingestion- & Transport-Layer (IT/OT Bridge),GESAMT (Layer-Durchschnitt),USA,Azure,5.0,"Summe: 15 (K10:5 + K11:5 + K12:5), Durchschnitt: 5.0 — unverändert ✅",Aggregiert aus Einzelbewertungen
Ingestion- & Transport-Layer (IT/OT Bridge),GESAMT (Layer-Durchschnitt),USA,Google Cloud,3.0,"Summe: 9 (K10:1 + K11:5 + K12:3), Durchschnitt: 3.0 — unverändert ✅",Aggregiert aus Einzelbewertungen
Ingestion- & Transport-Layer (IT/OT Bridge),GESAMT (Layer-Durchschnitt),DE,Stackable,2.33,"Summe: 7 (K10:2 + K11:3 + K12:2), Durchschnitt: 2.33 — unverändert ✅",Aggregiert aus Einzelbewertungen
Ingestion- & Transport-Layer (IT/OT Bridge),GESAMT (Layer-Durchschnitt),DE,IONOS,2.0,"KORREKTUR: Summe: 6 (K10:1 + K11:3 + K12:2), Durchschnitt: 2.0 — GEÄNDERT (war 1.33). Grund: K11-Korrektur IONOS 1→3 (managed Kafka nachgewiesen).",Aggregiert aus korrigierten Einzelbewertungen
Ingestion- & Transport-Layer (IT/OT Bridge),GESAMT (Layer-Durchschnitt),DE,Open Telekom Cloud (OTC),2.67,"Summe: 8 (K10:2 + K11:3 + K12:3), Durchschnitt: 2.67 — unverändert ✅",Aggregiert aus Einzelbewertungen
