Kriterium,Region,Anbieter,Score,Begründung,Quellen
ML-Plattform & AutoML,DE,IONOS,1,"IONOS bietet keine Managed-ML-Plattform und kein AutoML. Es gibt keinen äquivalenten Dienst zu SageMaker, Azure ML oder Vertex AI. ML-Workloads müssen vollständig auf IaaS (VMs mit GPUs, Managed Kubernetes) selbst aufgesetzt werden. Kein Experiment-Tracking, kein Model Registry, keine MLOps-Pipeline als Plattform-Feature. GPU-VMs sind verfügbar, aber ohne ML-spezifische Managed Services. Komplett Eigenbau erforderlich.",https://cloud.ionos.com/compute/gpu; https://explore.iteratec.com/blog/eu-sovereign-cloud-teil-2-cloud-services-in-der-praxis-featureumfang-und-portierbarkeit
ML-Plattform & AutoML,DE,Open Telekom Cloud,3,"OTC bietet ModelArts als umfassendste ML-Plattform unter den DE-Anbietern: AutoML (ExeML) für Bild-Klassifizierung, Objekterkennung und Textklassifizierung. ModelArts Training unterstützt verteiltes Training auf GPUs mit vorinstallierten Frameworks (TensorFlow, PyTorch, MindSpore). Model Management für Versionierung und Deployment (Online/Batch). Allerdings ist AutoML auf wenige Aufgabentypen beschränkt (kein tabellarisches AutoML auf Vertex-AI-Niveau), und das Ökosystem (Feature Store, Experiment-Tracking) ist weniger ausgereift als bei Hyperscalern.",https://docs.otc.t-systems.com/modelarts/; https://www.open-telekom-cloud.com/de/produkte-services; https://senacor.blog/verprobung-open-telekom-cloud-die-speerspitze-der-eu-cloudanbieter/
"MLOps, Modell-Lifecycle & Reproduzierbarkeit",USA,AWS,5,"SageMaker bietet eine vollständige MLOps-Suite: Model Registry mit Approval Workflows, SageMaker Pipelines (CI/CD für ML), SageMaker Experiments für Experiment-Tracking mit automatischer Protokollierung von Hyperparametern/Metriken/Artefakten, SageMaker Model Monitor für Data-/Model-Drift-Erkennung mit automatischen Alerts und Retraining-Triggern. A/B-Testing und Canary Deployments über SageMaker Inference Endpoints (Production Variants mit Traffic-Splitting). Shadow Testing für risikoloses Deployment. Environment-Reproduzierbarkeit über SageMaker Processing/Training Containers (Docker-Images versioniert in ECR). SageMaker Projects für ML-Templates mit CodeCommit/CodePipeline-Integration. Lineage Tracking über SageMaker Lineage.",https://aws.amazon.com/sagemaker/mlops/; https://docs.aws.amazon.com/sagemaker/latest/dg/model-registry.html; https://docs.aws.amazon.com/sagemaker/latest/dg/model-monitor.html; https://aws.amazon.com/sagemaker/experiments/
"MLOps, Modell-Lifecycle & Reproduzierbarkeit",USA,Azure,5,"Azure ML bietet Model Registry (MLflow-nativ) mit Versionierung und Staging (Staging/Production/Archived). Managed Endpoints unterstützen A/B-Testing via Traffic-Splitting (Blue/Green, Canary) über Managed Online Endpoints. Data Drift Monitor und Model Performance Monitor mit automatischen Alerts. Azure ML Pipelines (SDK v2) für CI/CD-Workflows, integriert mit Azure DevOps und GitHub Actions. Responsible AI Dashboard für Fairness/Explainability. Environments als versionierte Docker-Spezifikationen für Reproduzierbarkeit. MLflow-native Integration für Experiment-Tracking (Params, Metrics, Artifacts, Models). Azure ML Components für wiederverwendbare Pipeline-Steps.",https://learn.microsoft.com/en-us/azure/machine-learning/concept-endpoints; https://learn.microsoft.com/en-us/azure/machine-learning/concept-model-management-and-deployment; https://learn.microsoft.com/en-us/azure/machine-learning/how-to-monitor-datasets-in-production
"MLOps, Modell-Lifecycle & Reproduzierbarkeit",USA,Google Cloud,5,"Vertex AI bietet Model Registry mit Versionierung und Deployment auf Vertex AI Endpoints. Traffic-Splitting für A/B-Testing und Canary Deployments nativ unterstützt. Vertex AI Model Monitoring für Prediction Drift, Feature Skew und Feature Attribution Drift mit automatischen Alerts. Vertex AI Pipelines (Kubeflow Pipelines v2) für orchestrierte ML-Workflows. Vertex AI Experiments (MLflow-kompatibel) für Experiment-Tracking. Vertex AI Metadata für Lineage Tracking (Datasets → Modelle → Endpoints). Custom Training Jobs mit versionierten Container-Images für Reproduzierbarkeit. Vertex AI TensorBoard für Training-Visualisierung.",https://cloud.google.com/vertex-ai/docs/model-registry/introduction; https://cloud.google.com/vertex-ai/docs/model-monitoring/overview; https://cloud.google.com/vertex-ai/docs/pipelines/introduction
"MLOps, Modell-Lifecycle & Reproduzierbarkeit",DE,STACKIT,1,"STACKIT bietet keinen MLOps-Dienst. Es gibt kein Model Registry, kein Experiment-Tracking, kein Drift-Monitoring und keine ML-Pipelines als Plattform-Feature. STACKIT AI Model Serving ermöglicht LLM-Inferenz, aber ohne A/B-Testing, Canary Deployments oder Modell-Versionierung. MLOps müsste vollständig über Open-Source-Tools (MLflow, Kubeflow) auf SKE selbst aufgebaut werden. Keine Lineage-Tracking- oder Reproduzierbarkeits-Features. Nur über Eigenbau/Partner realisierbar.",https://docs.stackit.cloud/; https://www.stackit.de/en/product/stackit-ai-model-serving/; https://explore.iteratec.com/blog/eu-sovereign-cloud-teil-2-cloud-services-in-der-praxis-featureumfang-und-portierbarkeit
"MLOps, Modell-Lifecycle & Reproduzierbarkeit",DE,IONOS,1,"IONOS bietet keinerlei MLOps-Funktionalität als Plattform-Service. Kein Model Registry, kein Experiment-Tracking, kein Drift-Monitoring, keine ML-Pipelines, kein A/B-Testing für Modelle. GPU-VMs und Managed Kubernetes sind verfügbar, aber MLOps muss komplett selbst aufgesetzt werden (MLflow, Kubeflow, Seldon Core etc.). Keine Plattform-Unterstützung für Reproduzierbarkeit oder Lineage Tracking. Rein IaaS-basierter Eigenbau ohne jeglichen Standardpfad.",https://cloud.ionos.com/compute/gpu; https://explore.iteratec.com/blog/eu-sovereign-cloud-teil-2-cloud-services-in-der-praxis-featureumfang-und-portierbarkeit; https://cloud.ionos.com/managed/kubernetes
"MLOps, Modell-Lifecycle & Reproduzierbarkeit",DE,Open Telekom Cloud,3,"OTC ModelArts bietet grundlegende MLOps-Funktionalität: Model Management (Versionierung, Import aus OBS/Container-Images), Deployment als Online-Service (Real-Time) oder Batch-Service. ModelArts Workflow ermöglicht Pipeline-Orchestrierung für Training→Evaluation→Deployment. Allerdings fehlen A/B-Testing/Canary Deployments (kein Traffic-Splitting auf Endpoint-Ebene), kein nativer Drift-Monitor (kein automatisches Retraining bei Drift), und Experiment-Tracking ist rudimentär (kein MLflow-natives Interface). Reproduzierbarkeit über Container-Images und OBS-Artefakte grundlegend möglich, aber ohne dediziertes Lineage-Tracking-Feature. Deutlich besser als STACKIT/IONOS, aber unter Hyperscaler-Niveau.",https://docs.otc.t-systems.com/modelarts/umn/model_management/; https://docs.otc.t-systems.com/modelarts/umn/service_deployment/; https://www.open-telekom-cloud.com/en/products-services/core-services/modelarts
Feature Store,USA,AWS,5,"Amazon SageMaker Feature Store ist ein vollständig verwalteter Feature Store mit Online Store (für Low-Latency-Serving, <10ms) und Offline Store (S3-basiert für Training). Feature Groups mit Schema-Versionierung und Time-Travel. Automatische Synchronisation zwischen Online und Offline Store. Feature-Level-Zugriffssteuerung über Lake Formation. Integration mit SageMaker Pipelines für automatisiertes Feature-Engineering. Data Wrangler für visuelle Feature-Transformation. Streaming-Ingestion über Kinesis/Kafka. Branchenstandard für managed Feature Stores.",https://aws.amazon.com/sagemaker/feature-store/; https://docs.aws.amazon.com/sagemaker/latest/dg/feature-store.html; https://docs.aws.amazon.com/sagemaker/latest/dg/feature-store-getting-started.html
Feature Store,USA,Azure,4,"Azure ML Managed Feature Store (GA seit 2023) bietet Feature Sets mit Transformationspipelines, Materialisierung in Online Store (Redis-basiert) und Offline Store (Parquet). Feature-Versionierung und Point-in-Time-Korrektheit für Training. Integration mit Azure ML Pipelines für Recurrent Materialization. Allerdings weniger ausgereift als SageMaker Feature Store (später gestartet, kleineres Ökosystem). Kein dedizierter Streaming-Ingestion-Pfad für Features. Alternativ Feast auf AKS als Open-Source-Option. Solides Produkt, aber noch nicht best-in-class.",https://learn.microsoft.com/en-us/azure/machine-learning/concept-what-is-managed-feature-store; https://learn.microsoft.com/en-us/azure/machine-learning/tutorial-get-started-with-feature-store; https://learn.microsoft.com/en-us/azure/machine-learning/how-to-manage-feature-store
Feature Store,USA,Google Cloud,5,"Vertex AI Feature Store (2. Generation, BigTable/BigQuery-basiert) bietet Online Serving mit Sub-Millisekunden-Latenz (Bigtable) und Offline Storage in BigQuery. Feature Views für flexible Feature-Zusammenstellung. Point-in-Time Joins für korrektes Training. BigQuery als Offline Store ermöglicht SQL-basierte Feature-Exploration und -Transformation. Feature Monitoring für Drift-Erkennung. Streaming-Ingestion über BigQuery Streaming API. Tight Integration mit Vertex AI Pipelines und Training. Besonders stark durch BigQuery-Integration.",https://cloud.google.com/vertex-ai/docs/featurestore/overview; https://cloud.google.com/vertex-ai/docs/featurestore/latest/overview; https://cloud.google.com/vertex-ai/docs/featurestore/latest/create-feature-view
Feature Store,DE,STACKIT,0,"STACKIT bietet keinen Feature Store und kein äquivalentes Konzept. Es gibt keine ML-Plattform, die Features zentral verwalten, versionieren oder bereitstellen könnte. Ein Feature Store müsste vollständig selbst aufgebaut werden (z.B. Feast auf Kubernetes + PostgreSQL/Redis). Kein Online- oder Offline-Store als Plattform-Feature. Kein Standardpfad oder Referenzarchitektur für Feature Management. Nicht sinnvoll umsetzbar ohne erheblichen Eigenaufwand.",https://docs.stackit.cloud/; https://www.stackit.de/en/cloud/products-services/
Feature Store,DE,IONOS,0,"IONOS bietet keinen Feature Store und keine ML-Plattform, in die ein Feature Store integriert werden könnte. Ohne Managed-ML-Dienst gibt es keinen sinnvollen Anknüpfungspunkt für Feature Management. Feast oder Hopsworks könnten auf VMs/Kubernetes self-hosted werden, aber ohne jegliche Plattform-Integration. Kein Online-/Offline-Store, keine Feature-Versionierung, kein Point-in-Time-Join als Service. Nicht sinnvoll ohne umfangreichen Eigenbau.",https://cloud.ionos.com/; https://explore.iteratec.com/blog/eu-sovereign-cloud-teil-2-cloud-services-in-der-praxis-featureumfang-und-portierbarkeit
Feature Store,DE,Open Telekom Cloud,1,"OTC ModelArts bietet keinen dedizierten Feature Store als Produkt. ModelArts hat Dataset Management für Labeling und Datenversionierung, aber kein Feature-Store-Konzept mit Online/Offline Serving, Feature-Versionierung oder Point-in-Time Joins. Features müssten manuell in OBS/DWS gespeichert und über eigene Pipelines bereitgestellt werden. Feast könnte auf CCE (Kubernetes) self-hosted werden und über DCS (Redis) als Online Store bzw. OBS als Offline Store betrieben werden – grundlegende IaaS-Bausteine vorhanden, aber kein Standardpfad. Nur über Eigenbau mit Partner-Support realisierbar.",https://docs.otc.t-systems.com/modelarts/; https://www.open-telekom-cloud.com/en/products-services/core-services/modelarts; https://docs.otc.t-systems.com/modelarts/umn/data_management/
