Kriterium,Region,Anbieter,Score,Begründung,Quellen
Batch-Ingestion & ETL/ELT,DE,IONOS,2,"IONOS bietet keine nativen Managed-ETL-Dienste, ermöglicht aber über die Big-Data-Plattform (Managed Hadoop/Spark-Cluster) grundlegende Batch-Verarbeitung. Partner wie b.telligent bieten auf IONOS-Infrastruktur Datenplattform-Lösungen an. Es fehlen vorgefertigte Enterprise-Konnektoren (SAP, Salesforce etc.) als Plattform-Feature. Batch-Ingestion über S3-kompatiblen Object Storage möglich, aber ETL-Tooling muss selbst bereitgestellt werden.",https://cloud.ionos.de/loesungen/big-data; https://explore.iteratec.com/blog/eu-sovereign-cloud-teil-2-cloud-services-in-der-praxis-featureumfang-und-portierbarkeit; https://cloud.ionos.com/storage/object-storage
Batch-Ingestion & ETL/ELT,DE,Open Telekom Cloud,3,"OTC bietet den Cloud Data Migration Service (CDM) für Batch-Datentransfer zwischen verschiedenen Datenquellen mit vorgefertigten Konnektoren. MapReduce Service (MRS) ermöglicht Managed Hadoop/Spark für große Batch-Workloads. Data Lake Insight (DLI) bietet serverloses SQL für Batch-Analysen. Allerdings ist das Konnektoren-Ökosystem kleiner als bei Hyperscalern und es fehlt ein visueller ETL-Designer auf Hyperscaler-Niveau. Insgesamt eine solide Referenzarchitektur, aber kein Kernprodukt-Level.",https://www.open-telekom-cloud.com/de/produkte-services; https://senacor.blog/verprobung-open-telekom-cloud-die-speerspitze-der-eu-cloudanbieter/
Konnektoren-Ökosystem & Marketplace,USA,AWS,5,"AWS Glue bietet 100+ native Konnektoren (JDBC, SaaS, SAP, Salesforce, MongoDB, etc.) plus einen Glue Connector Marketplace mit 60+ Community-/Partner-Konnektoren. AWS IoT Core unterstützt MQTT nativ; IoT SiteWise und IoT Greengrass bieten OPC-UA-Support für industrielle Protokolle. AppFlow liefert 80+ No-Code-SaaS-Konnektoren. Custom Connectors über Glue Custom Connector API (Spark-basiert). Größtes Ökosystem aller Anbieter.",https://aws.amazon.com/glue/; https://aws.amazon.com/blogs/big-data/part-1-integrate-apache-hudi-delta-lake-apache-iceberg-datasets-at-scale-aws-glue-studio-notebook/; https://aws.amazon.com/iot-sitewise/
Konnektoren-Ökosystem & Marketplace,USA,Azure,5,"Azure Data Factory bietet 100+ native Konnektoren inkl. SAP ECC/BW, Salesforce, Oracle, Dynamics 365, OData, REST und On-Premises via Self-Hosted Integration Runtime. Azure IoT Hub unterstützt MQTT und AMQP nativ; Azure IoT Edge + OPC Publisher ermöglichen OPC-UA-Anbindung. Power Platform Connectors (1000+) erweitern das Ökosystem. Custom Connectors über ADF SDK und Logic Apps. Marketplace mit umfangreichen ISV-Integrationen.",https://learn.microsoft.com/en-us/azure/data-factory/connector-overview; https://azure.microsoft.com/en-us/products/iot-hub/; https://learn.microsoft.com/en-us/azure/industrial-iot/overview-what-is-industrial-iot
Konnektoren-Ökosystem & Marketplace,USA,Google Cloud,5,"Cloud Data Fusion (CDAP-basiert) bietet 200+ vorgefertigte Konnektoren inkl. SAP, Salesforce, JDBC, Mainframe. BigQuery hat native Konnektoren über Federation (BigLake, Omni). Application Integration und Apigee ermöglichen API-basierte Anbindung. Pub/Sub unterstützt MQTT-Bridge. Für OPC-UA gibt es Partner-Lösungen (z.B. Litmus, Telit). CDAP Hub dient als Community-Connector-Marketplace. Custom Connectors über CDAP Plugin SDK.",https://cloud.google.com/data-fusion; https://cloud.google.com/bigquery; https://cdap.io/
Konnektoren-Ökosystem & Marketplace,DE,STACKIT,1,"STACKIT verfügt über einen Marketplace (marketplace.stackit.cloud), der primär Infrastruktur-Add-ons (Datenbanken, Monitoring, Security) bietet, aber keine Datenkonnektoren zu Enterprise-Systemen (SAP, Salesforce, CRM, MES). Kein nativer ETL-Dienst bedeutet auch kein Konnektor-Ökosystem. Industrielle Protokolle (MQTT, OPC-UA) müssen vollständig selbst implementiert werden (z.B. via Mosquitto/Kepware auf VMs). Custom Connectors nur über Eigenentwicklung.",https://marketplace.stackit.cloud/; https://www.stackit.de/en/cloud/products-services/
Konnektoren-Ökosystem & Marketplace,DE,IONOS,2,"IONOS bietet über die Big-Data-Plattform Apache NiFi (300+ Prozessoren/Konnektoren im Open-Source-Umfang) und Kafka Connect als Middleware. Allerdings sind dies generische Open-Source-Tools ohne IONOS-spezifische Enterprise-Konnektoren. Kein eigener Connector-Marketplace. Industrielle Protokolle nur über Self-Hosted-Lösungen. Partner wie b.telligent bieten individuelle Integrationen. Das Ökosystem ist funktional via Open Source nutzbar, aber nicht kuratiert oder als Plattform-Feature verpackt.",https://cloud.ionos.de/loesungen/big-data; https://explore.iteratec.com/blog/eu-sovereign-cloud-teil-2-cloud-services-in-der-praxis-featureumfang-und-portierbarkeit
Konnektoren-Ökosystem & Marketplace,DE,Open Telekom Cloud,2,"OTC bietet den Cloud Data Migration Service (CDM) mit Konnektoren für gängige Datenbanken, OBS und DWS, aber das Ökosystem ist auf Kernquellen beschränkt (keine SAP/Salesforce-nativen Konnektoren). Der OTC Marketplace bietet primär ISV-Software (Security, Backup), keine dedizierten Datenkonnektoren. DMS (Kafka) ermöglicht Kafka Connect, aber als Self-Managed. Für MQTT/OPC-UA kein nativer Support; industrielle Integration nur über Eigenimplementierung auf ECS.",https://marketplace.otc.t-systems.com/; https://www.open-telekom-cloud.com/de/produkte-services; https://xomnia.com/post/navigating-the-european-cloud-landscape-open-telekom-cloud-stackit-and-ovhcloud-in-focus/
Data-Lakehouse-Architektur,USA,AWS,5,"AWS bietet nativen First-Party-Support für Apache Iceberg, Delta Lake und Apache Hudi über Glue, EMR, Athena und Redshift Spectrum. AWS Glue Data Catalog dient als zentraler Metastore mit Iceberg-Support. Lake Formation ermöglicht feingranulare Governance. S3 Tables (2024/25 eingeführt) bietet managed Iceberg-Tabellen. Schema-Evolution und Time-Travel sind über alle drei Formate nativ unterstützt. AWS hat sich als Iceberg-first positioniert.",https://aws.amazon.com/blogs/big-data/part-1-getting-started-introducing-native-support-for-apache-hudi-delta-lake-and-apache-iceberg-on-aws-glue-for-apache-spark/; https://aws.amazon.com/s3/features/tables/; https://aws.amazon.com/lake-formation/
Data-Lakehouse-Architektur,USA,Azure,5,"Microsoft Fabric vereint OneLake (Delta-Lake-basiert) als einheitliche Lakehouse-Plattform. Delta Lake ist das native Format in Synapse Analytics, Fabric und Databricks on Azure. Iceberg-Support wurde 2024/25 in Fabric ergänzt (Iceberg-Shortcuts). Schema-Evolution und Time-Travel nativ über Delta Lake. OneLake bietet automatische Optimierung (V-Order, Z-Order). Stärkstes Delta-Lake-Ökosystem durch Databricks-Partnerschaft.",https://learn.microsoft.com/en-us/fabric/; https://learn.microsoft.com/en-us/fabric/onelake/onelake-overview; https://delta.io/
Data-Lakehouse-Architektur,USA,Google Cloud,5,"BigQuery unterstützt nativ Apache Iceberg-Tabellen (BigLake Managed Tables) mit Schema-Evolution und Time-Travel. BigLake ermöglicht Queries über Iceberg, Delta Lake und Hudi auf Cloud Storage. Dataproc (Spark) unterstützt alle drei Formate. Google hat sich 2024/25 klar auf Iceberg als bevorzugtes Format positioniert (BigQuery-Iceberg-Integration). Open-Format-Strategie mit BigLake Metastore als Iceberg REST Catalog.",https://cloud.google.com/bigquery; https://cloud.google.com/bigquery/docs/iceberg-tables; https://cloud.google.com/biglake
Data-Lakehouse-Architektur,DE,STACKIT,1,"STACKIT bietet keinen Managed-Lakehouse-Dienst und keine native Unterstützung für Delta Lake, Iceberg oder Hudi. Object Storage (S3-kompatibel) kann als Storage-Layer dienen, aber es gibt keinen Managed Spark/Trino/Presto-Dienst, der Lakehouse-Formate nativ verarbeitet. Schema-Evolution und Time-Travel müssten komplett selbst auf Kubernetes implementiert werden (z.B. Spark + Iceberg auf SKE). Kein Data Catalog vorhanden.",https://docs.stackit.cloud/; https://www.stackit.de/en/cloud/products-services/; https://xomnia.com/post/navigating-the-european-cloud-landscape-open-telekom-cloud-stackit-and-ovhcloud-in-focus/
Data-Lakehouse-Architektur,DE,IONOS,2,"IONOS bietet über die Big-Data-Plattform Managed Hadoop/Spark, womit Iceberg/Delta/Hudi technisch auf IaaS-Ebene nutzbar sind. Allerdings gibt es keine native Lakehouse-Integration, keinen Managed Catalog und keine out-of-the-box Unterstützung für offene Tabellenformate. Der S3-kompatible Object Storage kann als Storage-Layer dienen. Schema-Evolution und Time-Travel nur über manuelles Spark-Setup. Kein dedizierter Lakehouse-Service.",https://cloud.ionos.de/loesungen/big-data; https://explore.iteratec.com/blog/eu-sovereign-cloud-teil-2-cloud-services-in-der-praxis-featureumfang-und-portierbarkeit
Data-Lakehouse-Architektur,DE,Open Telekom Cloud,2,"OTC bietet den MapReduce Service (MRS) mit Managed Spark/Hadoop, worüber Iceberg/Delta/Hudi technisch nutzbar sind. Data Lake Insight (DLI) ermöglicht serverloses SQL über OBS-Daten. Allerdings gibt es keinen nativen Lakehouse-Service, keinen Iceberg/Delta-nativen Catalog und keine integrierte Schema-Evolution/Time-Travel-Funktionalität als Plattform-Feature. Die Architektur ist möglich aber erfordert erheblichen DIY-Aufwand. Kein vergleichbares Produkt zu BigLake, Fabric oder Lake Formation.",https://www.open-telekom-cloud.com/de/produkte-services; https://senacor.blog/verprobung-open-telekom-cloud-die-speerspitze-der-eu-cloudanbieter/; https://explore.iteratec.com/blog/eu-sovereign-cloud-teil-2-cloud-services-in-der-praxis-featureumfang-und-portierbarkeit
Datenformat-Flexibilität,USA,AWS,5,"AWS S3 speichert beliebige Formate (strukturiert, semi-strukturiert, unstrukturiert) formatagnostisch. Athena und Redshift Spectrum unterstützen Schema-on-Read über Parquet, Avro, JSON, ORC, CSV nativ. Glue Data Catalog ermöglicht automatische Schema-Erkennung (Crawler). Glue ETL bietet Format-Konvertierung (z.B. JSON→Parquet). Amazon Rekognition (Bilder/Video), Transcribe (Audio) und Textract (Dokumente) verarbeiten unstrukturierte Daten nativ. Comprehend für NLP auf Textdaten. Umfassendstes Ökosystem für alle Datentypen.",https://aws.amazon.com/s3/; https://aws.amazon.com/athena/; https://aws.amazon.com/glue/
Datenformat-Flexibilität,USA,Azure,5,"Azure Blob Storage speichert beliebige Datenformate. Azure Synapse Analytics und Fabric unterstützen Schema-on-Read für Parquet, Delta, JSON, CSV, Avro über Serverless SQL Pools. Azure Data Factory bietet automatische Schema-Erkennung und Format-Konvertierung. Cognitive Services (Computer Vision, Speech-to-Text, Language) verarbeiten unstrukturierte Daten. Azure AI Document Intelligence für Dokument-Extraktion. Purview für automatische Klassifizierung und Schema-Discovery.",https://azure.microsoft.com/en-us/products/storage/blobs/; https://learn.microsoft.com/en-us/azure/synapse-analytics/; https://azure.microsoft.com/en-us/products/ai-services/
Datenformat-Flexibilität,USA,Google Cloud,5,"Google Cloud Storage speichert beliebige Datenformate. BigQuery unterstützt Schema-on-Read über externe Tabellen (JSON, Parquet, Avro, ORC, CSV) und hat native JSON-Spaltentypen. Dataflow (Beam) verarbeitet und konvertiert alle Formate. Vertex AI Vision, Speech-to-Text und Document AI verarbeiten unstrukturierte Daten nativ. BigQuery ML ermöglicht Inferenz direkt auf strukturierten Daten. Automatische Schema-Erkennung in Data Fusion und BigQuery.",https://cloud.google.com/storage; https://cloud.google.com/bigquery; https://cloud.google.com/document-ai
Datenformat-Flexibilität,DE,STACKIT,3,"STACKIT Object Storage (S3-kompatibel) speichert beliebige Datenformate formatagnostisch – strukturiert, semi-strukturiert und unstrukturiert inkl. Bilder, Video, Logs. Es fehlen jedoch Managed-Analytics-Dienste für Schema-on-Read (kein Athena/Synapse-Äquivalent). Keine automatische Schema-Erkennung oder Format-Konvertierung als Plattform-Feature. Keine nativen KI-Dienste für unstrukturierte Datenverarbeitung (Bild/Audio/Video-Analyse). Storage-seitig flexibel, aber Verarbeitungsseite ist Eigenbau.",https://docs.stackit.cloud/products/storage/object-storage/; https://www.stackit.de/en/product/object-storage/; https://innfactory.de/en/cloud/stackit/products/object-storage/
Datenformat-Flexibilität,DE,IONOS,3,"IONOS S3 Object Storage speichert beliebige Formate. Über die Big-Data-Plattform (Hadoop/Spark) ist Schema-on-Read für Parquet, JSON, Avro etc. möglich. Apache Druid ermöglicht semi-strukturierte Datenanalyse. Allerdings keine Managed-Serverless-Query-Engine (kein Athena-Äquivalent), keine automatische Schema-Erkennung als Plattform-Feature und keine nativen KI-Dienste für unstrukturierte Daten. Funktional über Open-Source-Stack nutzbar, aber ohne Plattform-Integration.",https://cloud.ionos.de/loesungen/big-data; https://cloud.ionos.com/storage/object-storage
Datenformat-Flexibilität,DE,Open Telekom Cloud,3,"OTC Object Storage Service (OBS) speichert beliebige Datenformate. MapReduce Service (MRS) mit Spark ermöglicht Schema-on-Read über Parquet, JSON, ORC, CSV. Data Lake Insight (DLI) bietet serverloses SQL über OBS-Daten in verschiedenen Formaten. Allerdings fehlen native KI-Dienste für unstrukturierte Datenverarbeitung (Bild/Audio/Video), keine automatische Format-Konvertierung als Plattform-Feature und eingeschränkte Schema-Discovery. Solider Mittelweg zwischen IaaS und Managed Services.",https://www.open-telekom-cloud.com/de/produkte-services/object-storage-service; https://www.open-telekom-cloud.com/de/produkte-services
Storage-Tiering & Lifecycle-Management,USA,AWS,5,"AWS S3 bietet 7 Storage-Klassen (Standard, Intelligent-Tiering, Standard-IA, One Zone-IA, Glacier Instant Retrieval, Glacier Flexible Retrieval, Glacier Deep Archive). S3 Intelligent-Tiering verschiebt Objekte automatisch zwischen Tiers basierend auf Zugriffsmustern – ohne Abrufgebühren oder Latenznachteile. Lifecycle Policies ermöglichen regelbasierte Übergänge und automatische Löschung. Industriestandard für Storage-Tiering mit dem breitesten Tier-Spektrum aller Anbieter.",https://aws.amazon.com/s3/storage-classes/; https://docs.aws.amazon.com/AmazonS3/latest/userguide/lifecycle-transition-general-considerations.html; https://aws.amazon.com/s3/storage-classes/intelligent-tiering/
Storage-Tiering & Lifecycle-Management,USA,Azure,5,"Azure Blob Storage bietet Hot, Cool, Cold und Archive Tiers. Lifecycle Management Policies automatisieren Tier-Übergänge regelbasiert (nach Alter, letztem Zugriff). Azure Smart Tiering (vergleichbar mit S3 Intelligent-Tiering) wurde ergänzt. Blob-Level-Tiering ermöglicht individuelle Tier-Zuweisung pro Objekt. Archive Tier bietet kostengünstigste Langzeitarchivierung. Vollständig integriert mit Azure Storage Explorer und Policies.",https://learn.microsoft.com/en-us/azure/storage/blobs/access-tiers-overview; https://learn.microsoft.com/en-us/azure/storage/blobs/lifecycle-management-overview; https://azure.microsoft.com/en-us/products/storage/blobs/
Storage-Tiering & Lifecycle-Management,USA,Google Cloud,5,"Google Cloud Storage bietet Standard, Nearline, Coldline und Archive Klassen. Object Lifecycle Management Rules automatisieren Übergänge basierend auf Alter, Erstellungsdatum und Bedingungen. Autoclass (automatisches Tiering) verschiebt Objekte automatisch zwischen Klassen basierend auf Zugriffsmustern – vergleichbar mit S3 Intelligent-Tiering. Einheitliche API über alle Klassen hinweg. Kein Abruf-Latenz-Unterschied zwischen Standard/Nearline (nur Preisunterschiede).",https://cloud.google.com/storage/docs/storage-classes; https://cloud.google.com/storage/docs/lifecycle; https://cloud.google.com/storage/docs/autoclass
Storage-Tiering & Lifecycle-Management,DE,STACKIT,2,"STACKIT Object Storage ist S3-kompatibel, bietet jedoch keine dokumentierten Storage-Klassen oder automatisches Tiering. Es gibt eine einheitliche Storage-Klasse ohne Hot/Warm/Cold-Differenzierung. Lifecycle-Regeln zur automatischen Löschung (Expiration) sind über die S3-API möglich, aber kein automatischer Tier-Übergang. Keine Archiv-Klasse verfügbar. Für Kostenoptimierung durch Tiering ist ein Wechsel zu einem anderen Anbieter oder manuelle Datenmigration nötig.",https://docs.stackit.cloud/products/storage/object-storage/; https://explore.iteratec.com/blog/eu-sovereign-cloud-teil-2-cloud-services-in-der-praxis-featureumfang-und-portierbarkeit
Storage-Tiering & Lifecycle-Management,DE,IONOS,2,"IONOS S3 Object Storage bietet grundlegendes Lifecycle-Management über die S3-API (Expiration Rules). Allerdings sind keine differenzierten Storage-Klassen (Hot/Cold/Archive) dokumentiert. Es existiert ein einheitlicher Preis pro GB ohne automatisches Tiering. Für Archivierung wird IONOS Backup/Archive als separater Dienst angeboten, aber nicht als integriertes Storage-Tiering innerhalb von Object Storage. Manueller Prozess für Kostenstufung erforderlich.",https://cloud.ionos.com/storage/object-storage; https://explore.iteratec.com/blog/eu-sovereign-cloud-teil-2-cloud-services-in-der-praxis-featureumfang-und-portierbarkeit
Storage-Tiering & Lifecycle-Management,DE,Open Telekom Cloud,4,"OTC Object Storage Service (OBS) bietet drei Storage-Klassen: Standard, Warm (Infrequent Access) und Cold. Lifecycle-Regeln ermöglichen automatische Übergänge zwischen diesen Klassen basierend auf Alter und regelbasierten Policies. WORM-Modell für Compliance verfügbar. Versioning und Access Logging integriert. OTC ist der einzige deutsche Anbieter mit einem echten mehrstufigen Tiering-Modell inkl. automatischer Transition. Allerdings fehlt eine Archive/Deep-Archive-Klasse und automatisches ML-basiertes Tiering (wie S3 Intelligent-Tiering).",https://www.open-telekom-cloud.com/de/produkte-services/object-storage-service; https://docs.otc.t-systems.com/object-storage-service/; https://www.open-telekom-cloud.com/en/blog/product-news/storage-guide-telekomcloud
Skalierbarkeit (Compute & Storage),USA,AWS,5,"AWS bietet vollständige Trennung von Compute und Storage (S3 + Athena/Redshift Serverless/EMR Serverless). Lambda für Serverless-Compute skaliert auf Tausende parallele Ausführungen. EC2 Auto Scaling Groups, EKS mit Karpenter und Fargate (Serverless Container) ermöglichen elastische Compute-Skalierung. S3 skaliert praktisch unbegrenzt. Redshift Serverless und Athena skalieren Compute on-demand ohne Cluster-Management. EMR Serverless für Spark/Hive on-demand. Best-in-class Elastizität.",https://aws.amazon.com/lambda/; https://aws.amazon.com/redshift/redshift-serverless/; https://aws.amazon.com/emr/serverless/
Skalierbarkeit (Compute & Storage),USA,Azure,5,"Azure bietet Compute-Storage-Trennung in Synapse Serverless, Fabric und Azure SQL Serverless. Azure Functions skaliert serverless. AKS mit KEDA und Virtual Nodes (ACI) für Container-Autoscaling. VM Scale Sets für elastische IaaS-Skalierung. Blob Storage skaliert praktisch unbegrenzt. Microsoft Fabric bietet On-Demand-Compute mit Capacity Units. Azure Cosmos DB bietet elastische RU-Skalierung. Umfassendes Serverless-Portfolio über alle Schichten.",https://azure.microsoft.com/en-us/products/functions/; https://learn.microsoft.com/en-us/azure/synapse-analytics/; https://learn.microsoft.com/en-us/fabric/
Skalierbarkeit (Compute & Storage),USA,Google Cloud,5,"Google Cloud bietet native Compute-Storage-Trennung in BigQuery (Serverless, automatische Slot-Skalierung), Dataflow (autoscaling Beam-Pipelines) und Dataproc Serverless. Cloud Functions und Cloud Run bieten Serverless-Compute. GKE Autopilot skaliert Kubernetes vollautomatisch. Cloud Storage skaliert unbegrenzt. BigQuery Editions ermöglichen Autoscaling-Slots. Spanner bietet horizontal skalierende SQL-Datenbank. Besonders stark bei analytischen Workloads durch BigQuery-Architektur.",https://cloud.google.com/bigquery; https://cloud.google.com/run; https://cloud.google.com/dataproc-serverless/docs
Skalierbarkeit (Compute & Storage),DE,STACKIT,2,"STACKIT bietet VMs mit manueller Skalierung und Kubernetes (SKE) mit Cluster-Autoscaler für Container-Workloads. Object Storage skaliert elastisch. Allerdings fehlen Serverless-Compute-Dienste vollständig (keine Functions, kein Serverless Container). Keine Compute-Storage-Trennung auf Plattform-Ebene (kein Serverless-Query-Engine). Auto Scaling beschränkt sich auf Kubernetes-Pods und VM-basierte Ansätze. Keine On-Demand-Cluster für Analytics.",https://docs.stackit.cloud/; https://explore.iteratec.com/blog/eu-sovereign-cloud-teil-2-cloud-services-in-der-praxis-featureumfang-und-portierbarkeit; https://xomnia.com/post/navigating-the-european-cloud-landscape-open-telekom-cloud-stackit-and-ovhcloud-in-focus/
Skalierbarkeit (Compute & Storage),DE,IONOS,2,"IONOS bietet Managed Kubernetes mit Autoscaling sowie VMs mit horizontaler/vertikaler Skalierung. Object Storage skaliert elastisch. Allerdings fehlen Serverless-Compute-Dienste (keine Functions-as-a-Service). Keine Compute-Storage-Trennung auf Plattform-Ebene. Big-Data-Cluster (Hadoop/Spark) müssen vorab provisioniert werden – kein On-Demand/Serverless-Modell. Elastizität auf IaaS-Level vorhanden, aber keine PaaS/Serverless-Elastizität.",https://cloud.ionos.com/managed/kubernetes; https://explore.iteratec.com/blog/eu-sovereign-cloud-teil-2-cloud-services-in-der-praxis-featureumfang-und-portierbarkeit
Skalierbarkeit (Compute & Storage),DE,Open Telekom Cloud,3,"OTC bietet Auto Scaling Groups für VMs, Cloud Container Engine (CCE) mit Autoscaling und FunctionGraph als einziger deutscher Anbieter mit nativem Serverless-Compute (Functions-as-a-Service). OBS skaliert elastisch. Data Lake Insight (DLI) bietet serverloses SQL als Compute-Storage-Trennung. MapReduce Service (MRS) erfordert vorab provisionierte Cluster (kein Serverless Spark). FunctionGraph hebt OTC klar von STACKIT und IONOS ab, erreicht aber nicht das Serverless-Ökosystem der Hyperscaler.",https://www.open-telekom-cloud.com/de/produkte-services; https://explore.iteratec.com/blog/eu-sovereign-cloud-teil-2-cloud-services-in-der-praxis-featureumfang-und-portierbarkeit; https://www.open-telekom-cloud.com/en/blog/benefits/it-award-gold-2025
